Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Direction (Collar Number),Direction (Compass Degrees),Pin Number,Observed Pin Height (mm),Verified Pin Height (mm),SETID,Organization,Personnel,Observation Comments,Verification Comments,Site Conditions
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,1,320,7,46,46,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,1,320,8,48,48,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,1,320,9,69,69,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,1,59,59,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,2,42,42,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,In an area of softer substrate that is lower than surrounding area,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,3,50,50,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,In an area of softer substrate that is lower than surrounding area,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,4,83,83,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,5,78,78,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,6,86,86,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,7,88,88,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,8,85,85,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,3,230,9,83,83,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,1,91,91,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,2,89,89,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,3,97,97,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,4,98,98,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,5,101,101,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,6,110,110,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,7,103,103,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,8,106,106,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,5,140,9,110,110,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,1,85,85,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,2,102,102,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,3,118,118,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,4,142,142,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,5,134,134,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,6,125,125,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,7,131,131,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,8,145,145,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0614-E01,,3/13/2024,11:12,7/11/2007,9:18,CST,7,50,9,161,161,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 150 mm; Regular pins almost do not reach surface anymore, will need to switch to long pins soon, pin photos CRMS0614_pin_photos_1-2; mix of organic and clay; direction 7 enters higher vegetated area; direction 1 is mostly unvegetated, others are vegetated; Site is flooded; Water depth is 20 cm; Vegetation is healthy; Dominant species is Spartina alterniflora; soil is organic and firm; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,1,307,307,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,2,304,304,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,3,306,306,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,4,311,311,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,5,312,312,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,6,316,316,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,7,315,315,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,8,314,314,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,1,60,9,309,309,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,1,312,312,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,2,310,310,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,3,302,302,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,4,304,304,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,5,313,313,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,6,317,317,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,7,326,326,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
CRMS0615-E01,,3/13/2024,8:31,6/20/2006,12:26,CST,3,330,8,330,330,USGS1,U.S. GEOL SURVEY (USGS),B. Bergeron; R. Villani,,,"Rod to collar = 185 mm; Rod cap was on the surface in between Directions 1 and 7 upon arrival, removed cap and placed it back on top of rod when finished measuring; some areas of unvegetated surface have a hard reddish brown crust, see photos CRMS0614_surface_crust_1-4, Looks like some kind of oxidation, this is present in Directions 3 and 7 and elsewhere outside of RSET area; Direction 3 on upslope of dead Spartina patens hummock; photos CRMS0615_surrounding_area_1-8 show area conditions; Site is flooded; Water depth is 9 cm; Vegetation is dead; Dominant species is Spartina patens; soil is organic and soft; no thatch; disturbance is none"
