Station ID,Group,Sample Date (mm/dd/yyyy),Sample Time (hh:mm),Establishment Date (mm/dd/yyyy),Establishment Time (hh:mm),Time Zone,Direction (Collar Number),Direction (Compass Degrees),Pin Number,Observed Pin Height (mm),Verified Pin Height (mm),SETID,Organization,Personnel,Observation Comments,Verification Comments,Site Conditions
CRMS0581-E01,,1/30/2023,10:26,6/8/2006,16:33,CST,1,40,1,579,579,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;L. Ledoux;C. Briolo;J. Aguillard,,,Site is flooded 20.5 cm; Vegetation is senesced; Dominant spp. are Spartina alterniflora; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 167 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,1,417,417,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,2,420,420,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,3,429,429,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,4,435,435,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,5,443,443,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,6,436,436,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,7,505,,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On dead Spartina alterniflora stem.,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,8,458,458,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On Spartina patens crown. ,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,1,244,9,467,467,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On Spartina patens crown. ,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,1,404,404,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,2,407,407,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,3,409,409,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,4,413,413,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,5,402,402,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,6,407,407,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,7,394,394,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,8,398,398,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,3,154,9,404,404,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,1,432,432,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,2,433,433,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,3,427,427,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,4,429,429,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,5,422,422,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,6,421,421,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,7,430,430,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,8,422,422,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,5,64,9,424,424,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,1,438,438,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,2,532,,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On Spartina alterniflora stem.,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,3,452,452,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On Spartina patens crown. ,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,4,430,430,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,5,433,433,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,6,449,449,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On Spartina patens crown. ,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,7,477,477,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On Spartina alterniflora clump.,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,8,532,,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On Spartina alterniflora stem.,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0599-E01,,1/19/2023,10:31,11/14/2006,10:00,CST,7,334,9,457,,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Boudreaux;A. Hebert;C. Briolo,On dead Spartina alterniflora stem.,,Site is flooded 8.5 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Soft  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 173 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,1,578,578,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,2,567,567,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,3,566,566,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,4,574,574,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,5,579,579,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,6,583,583,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,7,587,587,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,8,542,,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,In a hole.,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,1,330,9,566,566,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,1,573,573,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,2,585,585,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,3,587,587,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,4,589,589,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,5,596,596,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,6,603,603,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,7,611,611,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,8,602,602,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,3,240,9,599,599,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,1,599,599,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,2,602,602,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,3,596,596,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,4,593,593,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,5,579,579,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,6,590,590,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,7,589,589,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,8,580,580,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,5,150,9,581,581,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,1,577,577,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,In a natural depression.,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,2,578,578,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,In a natural depression.,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,3,594,594,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,4,602,602,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,5,595,595,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,6,592,592,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,7,594,594,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,8,587,587,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0600-E01,,1/30/2023,14:34,12/11/2007,11:42,CST,7,60,9,586,586,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;C. Briolo;L. Ledoux;J. Aguillard,,,Site is flooded 2 cm; Vegetation is senesced; Dominant spp. are Distichlis spicata; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 154 mm
CRMS0608-E01,,1/19/2023,13:04,6/8/2006,10:56,CST,1,130,1,452,452,2005-1,COASTAL ESTUARY SERVICES LLC,M. Vincent;A. Hebert;C. Briolo;L. Ledoux,On Spartina patens crown.,,Site is flooded 3 cm; Vegetation is senesced; Dominant spp. are Spartina patens; Firm  mineral (clayey) soil; No Thatch; No Disturbance; Rod to collar = 159 mm
